,Unnamed: 0,user,date,content,user_location,tweets,tweet_status
355,355,"{'username': 'NYCTravelGal', 'id': 407464980, 'displayname': 'Karen', 'description': 'Wellness + Luxury Travel Expert\nTravel Industry Executive\nConnector of Wonderful People\nProud Working Momma\n#HappyTravels', 'rawDescription': 'Wellness + Luxury Travel Expert\nTravel Industry Executive\nConnector of Wonderful People\nProud Working Momma\n#HappyTravels', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 11, 8, 3, 33, 1, tzinfo=datetime.timezone.utc), 'followersCount': 1631, 'friendsCount': 2246, 'statusesCount': 11483, 'favouritesCount': 11149, 'listedCount': 108, 'mediaCount': 1379, 'location': 'New York, NY', 'protected': False, 'linkUrl': 'http://instagram.com/nyctravelgal/', 'linkTcourl': 'https://t.co/two5A2ctrj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1232975678729064449/aFn3xkYF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/407464980/1639081293', 'label': None}",2019-01-07 13:31:23+00:00,"Kill animals for sport and lose my business, period @GoDaddy ?????? Support companies and leaders that share your values.","New York, NY","Kill animals for sport and lose my business, period @user ?????? Support companies and leaders that share your values.","[('Negative', 0.8103923), ('Neutral', 0.17418396), ('Positive', 0.015423638)]"
356,356,"{'username': 'NotcomsNet', 'id': 1080926604216410117, 'displayname': 'Notcoms', 'description': 'Dot com #domains are great but we .Love the new #tlds like .co, .io, .live, .tv, .life, .systems, .help, .pro, .tech and many more).  The future is coming.', 'rawDescription': 'Dot com #domains are great but we .Love the new #tlds like .co, .io, .live, .tv, .life, .systems, .help, .pro, .tech and many more).  The future is coming.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 1, 3, 20, 39, 19, tzinfo=datetime.timezone.utc), 'followersCount': 228, 'friendsCount': 428, 'statusesCount': 88, 'favouritesCount': 186, 'listedCount': 1, 'mediaCount': 13, 'location': '', 'protected': False, 'linkUrl': 'http://notcoms.net', 'linkTcourl': 'https://t.co/v3lZWLwZg1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1088082003751329793/XonMMAt9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1080926604216410117/1546548305', 'label': None}",2019-01-07 13:30:31+00:00,"RT @TOPgTLD ""   is an amazing domain for a seafood &amp; fish supplier based in UK. Easy to remember and promote. GoDaddy appraisal at $6.1K.
Buy here: https://t.co/DiCUoAcEen ??

#domainforsale #seafood #London #fishandchips #fishpic.twitter.com/O6yOzZu5Hc"" https://t.co/H81xZgVII6",,"RT @user ""   is an amazing domain for a seafood &amp; fish supplier based in UK. Easy to remember and promote. GoDaddy appraisal at $6.1K.
Buy here: http ??

#domainforsale #seafood #London #fishandchips #fishpic.twitter.com/O6yOzZu5Hc"" http","[('Negative', 0.004509283), ('Neutral', 0.10124542), ('Positive', 0.8942453)]"
357,357,"{'username': 'ManikoDru', 'id': 23299754, 'displayname': 'Maniko Dru Dadigan ??????«????', 'description': 'Voice & Transformation Coach, Meditation & Movement Facilitator.\nEcocentric girl. No future w/out a #GreenNewDeal  #BlackLivesMatter #StandWithUkraine', 'rawDescription': 'Voice & Transformation Coach, Meditation & Movement Facilitator.\nEcocentric girl. No future w/out a #GreenNewDeal  #BlackLivesMatter #StandWithUkraine', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 8, 11, 26, 38, tzinfo=datetime.timezone.utc), 'followersCount': 364, 'friendsCount': 1067, 'statusesCount': 13126, 'favouritesCount': 108723, 'listedCount': 3, 'mediaCount': 226, 'location': 'California', 'protected': False, 'linkUrl': 'http://www.templeofsong.com', 'linkTcourl': 'https://t.co/6y8nUvEkOI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1546127526770012160/FJZkK6sN_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/23299754/1562081745', 'label': None}",2019-01-07 13:27:53+00:00,@djrothkopf @GoDaddy @deepstateradio I did it a long time ago. Creepy enterprise. Always has been.,California,@user @user @user I did it a long time ago. Creepy enterprise. Always has been.,"[('Negative', 0.628682), ('Neutral', 0.31784654), ('Positive', 0.0534715)]"
358,358,"{'username': 'IsServiceDownAU', 'id': 866760707542585347, 'displayname': 'Is Service Down? Australia', 'description': 'Realtime status of outages and issues with service providers in Australia. Having problems? Outage in your area? Let us know!', 'rawDescription': 'Realtime status of outages and issues with service providers in Australia. Having problems? Outage in your area? Let us know!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 22, 21, 0, 31, tzinfo=datetime.timezone.utc), 'followersCount': 73, 'friendsCount': 8, 'statusesCount': 141221, 'favouritesCount': 0, 'listedCount': 3, 'mediaCount': 124222, 'location': 'Australia', 'protected': False, 'linkUrl': 'https://aussieservicedown.com', 'linkTcourl': 'https://t.co/Qcnffg3fhR', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040340752457297920/tUWiixrp_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/866760707542585347/1495486984', 'label': None}",2019-01-07 13:25:19+00:00,??? GoDaddy is having issues since 11:55 PM AEST. ???? https://t.co/7Po4QAlaeh RT if you are also having issues #GoDaddyDown https://t.co/e9fGK14z8P,Australia,??? GoDaddy is having issues since 11:55 PM AEST. ???? http RT if you are also having issues #GoDaddyDown http,"[('Negative', 0.8138639), ('Neutral', 0.17334896), ('Positive', 0.0127870655)]"
359,359,"{'username': 'isservicedownca', 'id': 861092034798637056, 'displayname': 'Is Service Down? Canada', 'description': 'Realtime status of outages and issues with service providers in Canada. Having problems? Outage in your area? Let us know!', 'rawDescription': 'Realtime status of outages and issues with service providers in Canada. Having problems? Outage in your area? Let us know!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 7, 5, 35, 14, tzinfo=datetime.timezone.utc), 'followersCount': 131, 'friendsCount': 8, 'statusesCount': 139087, 'favouritesCount': 0, 'listedCount': 1, 'mediaCount': 123831, 'location': 'Canada', 'protected': False, 'linkUrl': 'http://istheservicedowncanada.com', 'linkTcourl': 'https://t.co/QTbh7BuOjw', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040340554846883841/ZQyb7orK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/861092034798637056/1494135379', 'label': None}",2019-01-07 13:25:15+00:00,??? GoDaddy is having issues since 07:55 AM EST. ???? https://t.co/btmPYTPfy5 RT if you are also having issues #GoDaddyDown https://t.co/RQkeL4qbcP,Canada,??? GoDaddy is having issues since 07:55 AM EST. ???? http RT if you are also having issues #GoDaddyDown http,"[('Negative', 0.818064), ('Neutral', 0.16923793), ('Positive', 0.012698093)]"
360,360,"{'username': 'EstaFallandoES', 'id': 864557644798996484, 'displayname': '?¨Est?­ Fallando? Espa?ña', 'description': 'Reportes en tiempo real de interrupciones de servicios de Espa?ña. ?¨Tienes problemas? ?­D??janos saber!', 'rawDescription': 'Reportes en tiempo real de interrupciones de servicios de Espa?ña. ?¨Tienes problemas? ?­D??janos saber!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 16, 19, 6, 20, tzinfo=datetime.timezone.utc), 'followersCount': 228, 'friendsCount': 8, 'statusesCount': 145059, 'favouritesCount': 0, 'listedCount': 1, 'mediaCount': 127453, 'location': 'Spain', 'protected': False, 'linkUrl': 'https://estafallando.es', 'linkTcourl': 'https://t.co/dpTJ1CzsIz', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040341426674917376/glXCqG0S_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/864557644798996484/1494961687', 'label': None}",2019-01-07 13:25:14+00:00,??? GoDaddy tiene problemas desde 01:55 p. m. CET. ???? https://t.co/4g000Kfq8m RT si est?­s afectado! #GoDaddyDown https://t.co/OkNJb16cAc,Spain,??? GoDaddy tiene problemas desde 01:55 p. m. CET. ???? http RT si est?­s afectado! #GoDaddyDown http,"[('Negative', 0.6254351), ('Neutral', 0.33773804), ('Positive', 0.03682675)]"
361,361,"{'username': 'EstaFallandoMex', 'id': 1040376620706684929, 'displayname': 'Est?­ Fallando? M??xico', 'description': 'Reportes en tiempo real de interrupciones de servicios de M??xico. ?¨Tienes problemas? ?­D??janos saber!', 'rawDescription': 'Reportes en tiempo real de interrupciones de servicios de M??xico. ?¨Tienes problemas? ?­D??janos saber!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 9, 13, 23, 8, 10, tzinfo=datetime.timezone.utc), 'followersCount': 221, 'friendsCount': 8, 'statusesCount': 58540, 'favouritesCount': 0, 'listedCount': 1, 'mediaCount': 50621, 'location': 'Mexico', 'protected': False, 'linkUrl': 'https://estafallando.mx/', 'linkTcourl': 'https://t.co/JPHi0ZnCJR', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040377519420006401/HYrNZt9r_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1040376620706684929/1536880313', 'label': None}",2019-01-07 13:25:13+00:00,??? GoDaddy tiene problemas desde 06:55 a. m. CST. ???? https://t.co/v8ar9RmnDo RT si est?­s afectado! #GoDaddyDown https://t.co/qbKd9bb6Ng,Mexico,??? GoDaddy tiene problemas desde 06:55 a. m. CST. ???? http RT si est?­s afectado! #GoDaddyDown http,"[('Negative', 0.5390975), ('Neutral', 0.4036305), ('Positive', 0.057272084)]"
362,362,"{'username': 'IsServiceDownUK', 'id': 860781096774107136, 'displayname': 'Is Service Down? UK', 'description': 'Realtime status of outages and issues with service providers in the UK. Having problems? Outage in your area? Let us know!', 'rawDescription': 'Realtime status of outages and issues with service providers in the UK. Having problems? Outage in your area? Let us know!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 6, 8, 59, 40, tzinfo=datetime.timezone.utc), 'followersCount': 195, 'friendsCount': 8, 'statusesCount': 164882, 'favouritesCount': 0, 'listedCount': 4, 'mediaCount': 137026, 'location': 'United Kingdom', 'protected': False, 'linkUrl': 'http://istheservicedown.co.uk', 'linkTcourl': 'https://t.co/jCYyW0W3xK', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040340308444102656/c1Iu-J83_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/860781096774107136/1494061368', 'label': None}",2019-01-07 13:25:12+00:00,?ÿ GoDaddy is having issues since 12:55 PM GMT. ???? https://t.co/jZiEcWS2SI RT if you are also having issues #GoDaddyDown https://t.co/ljOU0CqKkS,United Kingdom,?ÿ GoDaddy is having issues since 12:55 PM GMT. ???? http RT if you are also having issues #GoDaddyDown http,"[('Negative', 0.8081409), ('Neutral', 0.17981766), ('Positive', 0.012041527)]"
363,363,"{'username': 'GibteineStorung', 'id': 926508034574168066, 'displayname': 'Gibt es eine St??rung?', 'description': 'Echtzeitstatus von Ausf??llen und Problemen mit Dienstanbietern. Probleme haben? Ausfall in Ihrer N??he? Lass uns wissen!', 'rawDescription': 'Echtzeitstatus von Ausf??llen und Problemen mit Dienstanbietern. Probleme haben? Ausfall in Ihrer N??he? Lass uns wissen!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 11, 3, 17, 55, 3, tzinfo=datetime.timezone.utc), 'followersCount': 200, 'friendsCount': 8, 'statusesCount': 120715, 'favouritesCount': 0, 'listedCount': 2, 'mediaCount': 112951, 'location': 'Germany', 'protected': False, 'linkUrl': 'https://gibteseinestorung.de', 'linkTcourl': 'https://t.co/O2gnr8DEks', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040341106473365504/QxCbK9s8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/926508034574168066/1509732070', 'label': None}",2019-01-07 13:25:11+00:00,??? GoDaddy hat Probleme seit 01:55 nachm. CET. ???? https://t.co/5LpxTKF41r RT hat auch Probleme #GoDaddyDown https://t.co/9uLNr3tc0T,Germany,??? GoDaddy hat Probleme seit 01:55 nachm. CET. ???? http RT hat auch Probleme #GoDaddyDown http,"[('Negative', 0.22942558), ('Neutral', 0.6539611), ('Positive', 0.11661339)]"
364,364,"{'username': 'IsServiceDown', 'id': 813113298782715904, 'displayname': 'Is The Service Down?', 'description': 'Realtime status of outages and issues with service providers.\n\nHaving problems? Outage in your area? Let us know!', 'rawDescription': 'Realtime status of outages and issues with service providers.\n\nHaving problems? Outage in your area? Let us know!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 12, 25, 20, 4, 52, tzinfo=datetime.timezone.utc), 'followersCount': 872, 'friendsCount': 8, 'statusesCount': 229377, 'favouritesCount': 0, 'listedCount': 21, 'mediaCount': 183458, 'location': '', 'protected': False, 'linkUrl': 'https://istheservicedown.com', 'linkTcourl': 'https://t.co/YOPTLOf9h1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040339925810343936/MkT18koY_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/813113298782715904/1483876858', 'label': None}",2019-01-07 13:25:09+00:00,??? GoDaddy is having issues since 07:55 AM EST. ???? https://t.co/LvTOwiX3Ki RT if you are also having issues #GoDaddyDown https://t.co/QyK0sGs2LV,,??? GoDaddy is having issues since 07:55 AM EST. ???? http RT if you are also having issues #GoDaddyDown http,"[('Negative', 0.818064), ('Neutral', 0.16923793), ('Positive', 0.012698093)]"
365,365,"{'username': 'StaFallendo', 'id': 983757539631345664, 'displayname': 'Sta Fallendo?', 'description': 'Stato in tempo reale di interruzioni e problemi con i fornitori di servizi in Italia. Hai problemi? Interruzione nella tua zona? Facci sapere!', 'rawDescription': 'Stato in tempo reale di interruzioni e problemi con i fornitori di servizi in Italia. Hai problemi? Interruzione nella tua zona? Facci sapere!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 4, 10, 17, 24, 9, tzinfo=datetime.timezone.utc), 'followersCount': 16, 'friendsCount': 8, 'statusesCount': 72789, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 72789, 'location': 'Italy', 'protected': False, 'linkUrl': 'https://stafallendo.it', 'linkTcourl': 'https://t.co/n3mKoXtM6q', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040341253139816448/SfLRba-L_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/983757539631345664/1523381141', 'label': None}",2019-01-07 13:25:07+00:00,?ÿ GoDaddy sta avendo problemi dal 01:55 PM CET. ???? https://t.co/jDH3w9dhuV RT se si verificano anche problemi #GoDaddyDown https://t.co/DxP9pFkMCO,Italy,?ÿ GoDaddy sta avendo problemi dal 01:55 PM CET. ???? http RT se si verificano anche problemi #GoDaddyDown http,"[('Negative', 0.47138408), ('Neutral', 0.48819846), ('Positive', 0.040417418)]"
366,366,"{'username': 'impeach_resist', 'id': 204303556, 'displayname': 'Tiddles', 'description': 'trans rights are human rights', 'rawDescription': 'trans rights are human rights', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 10, 18, 12, 2, 51, tzinfo=datetime.timezone.utc), 'followersCount': 1193, 'friendsCount': 247, 'statusesCount': 46014, 'favouritesCount': 25761, 'listedCount': 12, 'mediaCount': 1169, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/885304553058566144/x-7sh4is_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/204303556/1657052971', 'label': None}",2019-01-07 13:23:59+00:00,Fuck @godaddy https://t.co/lCkGcB84nx,,Fuck @user http,"[('Negative', 0.92084044), ('Neutral', 0.06934797), ('Positive', 0.009811591)]"
367,367,"{'username': 'Wearetheleavers', 'id': 785288741434916864, 'displayname': 'Torch - if support today??s GOP, you are the enemy', 'description': 'Anti-censorship, pro-individualist, music, movie & art lover. If you believe in a god, please tell me why. #FBR #atheist Blocked by @aigkenham', 'rawDescription': 'Anti-censorship, pro-individualist, music, movie & art lover. If you believe in a god, please tell me why. #FBR #atheist Blocked by @aigkenham', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 10, 10, 1, 20, tzinfo=datetime.timezone.utc), 'followersCount': 5423, 'friendsCount': 5862, 'statusesCount': 68283, 'favouritesCount': 56075, 'listedCount': 6, 'mediaCount': 5530, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/929067065956339713/nYa-INr9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/785288741434916864/1510341699', 'label': None}",2019-01-07 13:22:35+00:00,To add to the list on my recent tweet...fuck hunters and fuck @GoDaddy https://t.co/z0txgE9zQr,,To add to the list on my recent tweet...fuck hunters and fuck @user http,"[('Negative', 0.94926566), ('Neutral', 0.046637435), ('Positive', 0.0040969644)]"
368,368,"{'username': 'Equalrall', 'id': 800051908492791810, 'displayname': 'Lynne Hamilton', 'description': 'Unabashedly liberal, advocate for underdogs, hopeful human!', 'rawDescription': 'Unabashedly liberal, advocate for underdogs, hopeful human!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 11, 19, 19, 3, 34, tzinfo=datetime.timezone.utc), 'followersCount': 1950, 'friendsCount': 4217, 'statusesCount': 20063, 'favouritesCount': 69571, 'listedCount': 2, 'mediaCount': 1511, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/800094223232069632/FQcl5DQo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/800051908492791810/1632832434', 'label': None}",2019-01-07 13:20:09+00:00,Boycott @GoDaddy! https://t.co/Cv5yxQPJ0e,,Boycott @user http,"[('Negative', 0.7239212), ('Neutral', 0.26116598), ('Positive', 0.014912835)]"
369,369,"{'username': 'khalsz2018', 'id': 848775283, 'displayname': 'khalsz', 'description': 'Lifestyle Entrepreneur ? A Content Strategist ? SEO Specialist ? Geospatial Data Scientist. A peace Advocate ? Blockchain Enthusiast', 'rawDescription': 'Lifestyle Entrepreneur ? A Content Strategist ? SEO Specialist ? Geospatial Data Scientist. A peace Advocate ? Blockchain Enthusiast', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 9, 27, 6, 32, 29, tzinfo=datetime.timezone.utc), 'followersCount': 462, 'friendsCount': 2631, 'statusesCount': 4424, 'favouritesCount': 567, 'listedCount': 11, 'mediaCount': 14, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1040423772795363329/6eIEkeWQ_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-07 13:16:55+00:00,"Post #Coinbase and #GoDaddy Ban: #XRP Community, #Charlie_Lee Trade Words With https://t.co/hb02xxywn1 https://t.co/RkPARZ4hxF via @Todays_Gazette #crypto #cryptocurrency #Fintech #Blockchain",,"Post #Coinbase and #GoDaddy Ban: #XRP Community, #Charlie_Lee Trade Words With http http via @user #crypto #cryptocurrency #Fintech #Blockchain","[('Negative', 0.07235392), ('Neutral', 0.8592654), ('Positive', 0.068380736)]"
370,370,"{'username': 'mounsey', 'id': 144838304, 'displayname': 'John Mounsey????', 'description': 'WordPress  / WordPress Trainer / WooCommerce / AdWords / Analytics / Etc. / Digital Marketing Consultancy /. Follow for FREE Website tips ???', 'rawDescription': 'WordPress  / WordPress Trainer / WooCommerce / AdWords / Analytics / Etc. / Digital Marketing Consultancy /. Follow for FREE Website tips ???', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 5, 17, 12, 47, 44, tzinfo=datetime.timezone.utc), 'followersCount': 747, 'friendsCount': 1326, 'statusesCount': 8867, 'favouritesCount': 6855, 'listedCount': 111, 'mediaCount': 1129, 'location': 'Made in Sheffield.', 'protected': False, 'linkUrl': 'https://mounsey.co.uk/twitter', 'linkTcourl': 'https://t.co/9H6HvE1Z5D', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/838694234786041860/srGF6RmG_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/144838304/1510319961', 'label': None}",2019-01-07 13:13:53+00:00,So far this week I have learned this: Transferring a Domain Name *OUT* of a @GoDaddy account is considerably more challenging than reaching the summit of Everest (whilst blindfolded) and riding a unicycle from base camp upwards. Utterly frustrating and ridiculous..,Made in Sheffield.,So far this week I have learned this: Transferring a Domain Name *OUT* of a @user account is considerably more challenging than reaching the summit of Everest (whilst blindfolded) and riding a unicycle from base camp upwards. Utterly frustrating and ridiculous..,"[('Negative', 0.904822), ('Neutral', 0.08266084), ('Positive', 0.012517219)]"
371,371,"{'username': 'eusocialite', 'id': 3232485630, 'displayname': 'TinHatFoiler ???§???? ???§????', 'description': 'Retired DOE fed and proud USN vet. Happy wife and mother. ????That??s the cat. #Resistance #CriminalJusticeReform #AbolishQualifiedImmunity #BLM', 'rawDescription': 'Retired DOE fed and proud USN vet. Happy wife and mother. ????That??s the cat. #Resistance #CriminalJusticeReform #AbolishQualifiedImmunity #BLM', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 6, 1, 12, 24, 21, tzinfo=datetime.timezone.utc), 'followersCount': 169, 'friendsCount': 689, 'statusesCount': 14987, 'favouritesCount': 47551, 'listedCount': 1, 'mediaCount': 44, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1298609607275937793/J4OnYa58_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3232485630/1555757162', 'label': None}",2019-01-07 13:13:49+00:00,I??m with @djrothkopf. @GoDaddy will go without my support. This is grotesque. @rickygervais please forward to your many followers. https://t.co/vY6tAn63uq,,I??m with @user @user will go without my support. This is grotesque. @user please forward to your many followers. http,"[('Negative', 0.7713833), ('Neutral', 0.19934043), ('Positive', 0.029276207)]"
372,372,"{'username': 'JoePolivick', 'id': 424466906, 'displayname': 'Joe Polivick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 11, 29, 20, 15, 26, tzinfo=datetime.timezone.utc), 'followersCount': 581, 'friendsCount': 1140, 'statusesCount': 8287, 'favouritesCount': 34382, 'listedCount': 10, 'mediaCount': 820, 'location': 'Cincinnati, Ohio', 'protected': False, 'linkUrl': 'http://www.joepolivick.com', 'linkTcourl': 'http://t.co/YFJaQKkhjC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1343993092060442626/u9-25m5k_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019-01-07 13:11:09+00:00,Migrate to #SiteGround. #GoDaddy is inferior both in its web hosting and its ethics. https://t.co/QCuTbPMQuv,"Cincinnati, Ohio",Migrate to #SiteGround. #GoDaddy is inferior both in its web hosting and its ethics. http,"[('Negative', 0.8797313), ('Neutral', 0.10846137), ('Positive', 0.011807339)]"
373,373,"{'username': 'honarparvar', 'id': 7989002, 'displayname': 'Emad Honarparvar', 'description': 'Startup enthusiast, Youtuber, Dreamer & Crypto adopter\nyoutube.com/c/CryptoMad', 'rawDescription': 'Startup enthusiast, Youtuber, Dreamer & Crypto adopter\nhttps://t.co/CKF2fyqeo2', 'descriptionUrls': [{'text': 'youtube.com/c/CryptoMad', 'url': 'https://www.youtube.com/c/CryptoMad', 'tcourl': 'https://t.co/CKF2fyqeo2', 'indices': (55, 78)}], 'verified': False, 'created': datetime.datetime(2007, 8, 6, 9, 49, 54, tzinfo=datetime.timezone.utc), 'followersCount': 1779, 'friendsCount': 1261, 'statusesCount': 3662, 'favouritesCount': 2069, 'listedCount': 20, 'mediaCount': 518, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1519564707971178498/FPDdU9Y6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/7989002/1599493475', 'label': None}",2019-01-07 13:10:40+00:00,@S_Zakuu @GoDaddy @GoDaddyHelp @bluehostsupport @SiteGround @HostGator Simon ever tried steemit? any thoughts?,,@user @user @user @user @user @user Simon ever tried steemit? any thoughts?,"[('Negative', 0.09898128), ('Neutral', 0.8558686), ('Positive', 0.04515013)]"
374,374,"{'username': 'frankjames', 'id': 16329185, 'displayname': 'mmjmd.net', 'description': 'USAF Vet', 'rawDescription': 'USAF Vet', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 9, 17, 14, 29, 26, tzinfo=datetime.timezone.utc), 'followersCount': 1549, 'friendsCount': 2607, 'statusesCount': 43618, 'favouritesCount': 22475, 'listedCount': 8, 'mediaCount': 54, 'location': 'NJ', 'protected': False, 'linkUrl': 'http://mmjmd.net', 'linkTcourl': 'https://t.co/ZyfxzPqSA2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/844970050024980480/nocpEFIq_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/16329185/1554309803', 'label': None}",2019-01-07 13:10:05+00:00,WOW get 35% off our Med tech CBD Turmeric capsules! unbelievable results #GoDaddy #GoCentral via @GoDaddy,NJ,WOW get 35% off our Med tech CBD Turmeric capsules! unbelievable results #GoDaddy #GoCentral via @user,"[('Negative', 0.0012673854), ('Neutral', 0.028407741), ('Positive', 0.9703248)]"
375,375,"{'username': 'honarparvar', 'id': 7989002, 'displayname': 'Emad Honarparvar', 'description': 'Startup enthusiast, Youtuber, Dreamer & Crypto adopter\nyoutube.com/c/CryptoMad', 'rawDescription': 'Startup enthusiast, Youtuber, Dreamer & Crypto adopter\nhttps://t.co/CKF2fyqeo2', 'descriptionUrls': [{'text': 'youtube.com/c/CryptoMad', 'url': 'https://www.youtube.com/c/CryptoMad', 'tcourl': 'https://t.co/CKF2fyqeo2', 'indices': (55, 78)}], 'verified': False, 'created': datetime.datetime(2007, 8, 6, 9, 49, 54, tzinfo=datetime.timezone.utc), 'followersCount': 1779, 'friendsCount': 1261, 'statusesCount': 3662, 'favouritesCount': 2069, 'listedCount': 20, 'mediaCount': 518, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1519564707971178498/FPDdU9Y6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/7989002/1599493475', 'label': None}",2019-01-07 13:09:39+00:00,@S_Zakuu @GoDaddy @GoDaddyHelp @bluehostsupport @SiteGround @HostGator definitely! got same experience many years ago....,,@user @user @user @user @user @user definitely! got same experience many years ago....,"[('Negative', 0.020884218), ('Neutral', 0.46350232), ('Positive', 0.51561344)]"
